Name,URL
CabaretShadow,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/c0/c084/c084aaf5d2217d6f9546037209d3c57f/font.ttf"""
Caddy,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/3e/3e0d/3e0d5a2ff5b9cb1aa9d68a0a66d605c7/font.ttf"""
Cadeaulx™,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/03/035f/035f2898a2dc7fb52325a47054a0c54a/font.ttf"""
Cafe Lounge 19,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/2f/2fb4/2fb4725804d864d659ce5146ad8304e9/font.ttf"""
Caffe Latte,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/46/4651/4651d75e3c7a24366083a8fe87c6d3cb/font.ttf"""
Caffeine,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/86/861e/861edbca6c2b0e1b617e5901cdf339e7/font.ttf"""
CalliBrush,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/de/dea2/dea28da1b370151371e971e7a76d5a67/font.ttf"""
Calligula,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a5/a5f0/a5f0423404406bf46133c3f7b659906f/font.ttf"""
Callistroke,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f1/f140/f140903f73cfb2507db228f04a8d54a7/font.ttf"""
CancellerescA,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a3/a37b/a37b8ffcc5dc7fc111c91ebabf9ab62d/font.ttf"""
Candles Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d3/d36d/d36df8fc0bda4fb40597a30500a5b8ad/font.ttf"""
CantaraGotica,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/1b/1b75/1b752e576713b267c4456ca2a1755092/font.ttf"""
Cantebriggia,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/2c/2c13/2c13a12034cc23b2244081a0996a3b32/font.ttf"""
Canterbury Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/45/45f5/45f5fadb3dbf0140e10b498c7cb030a6/font.ttf"""
CantzleyAD1600,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/86/8674/867491f04737ff533f4a236b41b4a125/font.ttf"""
Cardinal Alternate,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/32/3286/328699ef94d24cd2453de9167c9199b4/font.ttf"""
Cardinal Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/38/38c5/38c516075c4966be487ed354a1a8f1f0/font.ttf"""
Carl Beck Script,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/24/240b/240b7eb7646ad5ee20051dfc8da4dd6f/font.ttf"""
Carnival Rimmed,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/35/3573/357365ea7a70baefbc98c2a237752a07/font.ttf"""
CarrickDancing,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a6/a63b/a63b1a7b4febc7e69d32c1d0a9d03f9b/font.ttf"""
Cartoonic Massive Wacky,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/2b/2b19/2b1925dfa3eff9d4df7ece3cd111429b/font.ttf"""
Caslon Calligraphic Initials,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/8b/8b58/8b58c04479b6c402c444fc963943e869/font.ttf"""
Caslon Initials,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/b8/b810/b81074b0ef05e0036b35ad169f779b08/font.ttf"""
Castiglione Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/1a/1aa7/1aa7be183538ff89441850850af28422/font.ttf"""
Catty,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a9/a985/a98557b7d10c22d3d508d8f3110f6107/font.ttf"""
Celtic Garamond the 2nd,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d0/d0b9/d0b9458c6d1bf76bb55624385cf59c84/font.ttf"""
Celtic Knot,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/49/4965/4965fd7f2bd8398ca8f28b66ddd81fd0/font.ttf"""
CelticHand,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/2c/2cfe/2cfed1ddb978aef85c99c8ad48122afe/font.ttf"""
Center of Gravity,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/37/37c9/37c9030a2228e7282d153b763b2fe0b1/font.ttf"""
Cezanne Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/93/93a0/93a0d921236e37b30a1a5e6921a4ec67/font.ttf"""
Champagne Cyrillic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/c6/c62d/c62d8289aeeeff622f6cce9ed407a565/font.ttf"""
Champagne,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/e2/e282/e282ab610bacde36ffadfa18bce597c5/font.ttf"""
Chancery Cursive,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/e6/e6c5/e6c5b9fa951f955a6aa66a4a5ec2da60/font.ttf"""
Chang and Eng,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/03/0368/0368eb1fed9af9268c5ad33591394a60/font.ttf"""
Charming Font,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/60/6009/60091b0c004d619b1eb407f99d20659b/font.ttf"""
Charterwell Bold,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ee/ee43/ee43b66be5bcfccfd72b2cddeb63818f/font.ttf"""
Charterwell No2,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/48/4875/487533774889b8d4ffa2c6876065482c/font.ttf"""
Charterwell No3,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/32/32d4/32d44d797176cadf96a2b43a9f73d196/font.ttf"""
Charterwell No4,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/0e/0e24/0e24459cb8aba1940c3a6548432981f1/font.ttf"""
Charterwell No5,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/79/7921/79215ad2a3fc376ec2f1d125d57fd522/font.ttf"""
Charterwell,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/0e/0e37/0e37ec615cd72a95eb4703dd2cebb4bb/font.ttf"""
Cheap Fire,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ed/ed36/ed3659c789eda71a0c4b7e958ca99080/font.ttf"""
Chello Playah,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f1/f107/f107e64e0882365b0c437393cb1eef3c/font.ttf"""
Cheri Liney,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/bc/bc51/bc5197e25661908c1b80015e31da909c/font.ttf"""
Cheri,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/2e/2e1f/2e1fe225f63c0d19a779ec105b2cf6cd/font.ttf"""
Chicago House,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/24/2494/2494899f6b92ac418ab2e422cc9946bc/font.ttf"""
Chinese Brush,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/cb/cbea/cbea60090d7a11de63f1461c8923f553/font.ttf"""
Chinese Takeaway,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/1b/1b25/1b256fef7808f9a76ec9f576565dfe2a/font.ttf"""
Christmas Card II,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/18/18f1/18f11f044b9031b4ecc004d789012824/font.ttf"""
Cigno,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/5c/5cec/5cecf5ec069c480bc3308800f86d6831/font.ttf"""
ClaudiusImperator,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d1/d1a9/d1a9b5d0b032de0de2c2498b7a235a48/font.ttf"""
CoelnischeCurrentFraktur,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/b3/b366/b36611ad85aff60196844e515fbad297/font.ttf"""
CoiledUncial,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/6d/6dc5/6dc5ab5f5419af4c24a8bf8cde0a243f/font.ttf"""
Collins OE Demo,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/da/da82/da82fe76158c79a3eb59902d32d65e9d/font.ttf"""
Colourbars-Bold,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/8c/8cd1/8cd1fdcd299bc1104c4ff8384f17f8f6/font.ttf"""
Colourbars-Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ea/ea96/ea969dbcbf5958c41d58aa35045e39ae/font.ttf"""
Colwell - Alternates,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/db/db25/db25a6b23b8b0c4dbb1026cab929560b/font.ttf"""
Colwell,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/73/73b1/73b1631ffdfc097d4c167f0568cc15a1/font.ttf"""
Combustion I BRK,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/73/735c/735c838e4eeb74919b4db0a9899fb1ce/font.ttf"""
Combustion II BRK,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/1c/1cd7/1cd769ac658efcb415e33f0053d4bfc6/font.ttf"""
Combustion Plain BRK,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/4a/4af1/4af1f32e8e3ac6d0ab4a3fe6e15c3748/font.ttf"""
Combustion Tall BRK,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/89/894b/894b648aaabbaae59e9513ee228daa5e/font.ttf"""
Combustion Wide BRK,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a6/a64e/a64e91f38b33abb40bdf9025e120dd2b/font.ttf"""
CowboyCaxton,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/92/9223/92233c8764eb5d78e3df3197b4c356b6/font.ttf"""
CrackMan,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/57/5726/5726a38401f45e9d7a70f9e81b5828db/font.ttf"""
CrappyGothic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/1b/1bd6/1bd6f5110a87d3777f7d028a1b68fd77/font.ttf"""
Creepygirl Light,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/2b/2b7b/2b7ba94fd737cc783374f3122b1acbcc/font.ttf"""
Creepygirl LightOblique,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/5b/5b0d/5b0db1518fb740886d416d6b00426f44/font.ttf"""
Creepygirl,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ed/edc5/edc5004567d5924e3db6f100738fb8e8/font.ttf"""
Cry Uncial Condensed,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a3/a376/a376293256e965992c6c0062f90a0add/font.ttf"""
Cry Uncial Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/45/45c0/45c07cf23fa8cd1f95d019b4a02a2ab8/font.ttf"""
Cry Uncial,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/e5/e5b7/e5b7389ad693c9e08e9ac22ebd75bb34/font.ttf"""
Cupra Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/dd/dddb/dddb07061eb827bad2170fb63752e3db/font.ttf"""
Cuqueta,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ae/ae5d/ae5ddfc52bb54b2d0d857cca179fca05/font.ttf"""
Curlmudgeon Hollow Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d7/d7ef/d7ef5548a4a038608ed88388795a8134/font.ttf"""
Curlmudgeon Hollow,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/25/25ec/25ecaa3d4b07f0c335c8777c203d85a3/font.ttf"""
Curlmudgeon Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/fd/fd14/fd1454febf6d098e8f1a481475c86851/font.ttf"""
Curlmudgeon Wideside,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f4/f4dc/f4dc11cdc4efd89502ae160df9cbab98/font.ttf"""
Curlmudgeon,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/75/75e2/75e27147a8dc66a291cb882d260aa41c/font.ttf"""
Curly Coryphaeus,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/0d/0d5a/0d5a9d8b725c10561f8c2d48a5bc538d/font.ttf"""
Cutie Pop,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/bb/bb0b/bb0bf7e247fff1801a89d6eba6c57785/font.ttf"""
CuxhavenTimes,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/aa/aad2/aad29aea4542295b32bad38636d99061/font.ttf"""
DJB Letter Game Tiles,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/1c/1ccf/1ccf71d6dcfa22e8681bf5423ad5b6ba/font.ttf"""
DK Qilin Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f3/f3e2/f3e210998eb118afeec6e7347d06d813/font.ttf"""
DS Arabic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/b8/b813/b813b85a019447a7b1a9521a0cece435/font.ttf"""
Dael Calligraphy,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/9e/9e0c/9e0c0af586032da9d9a6f982c4ceccf8/font.ttf"""
Dael Neu,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/79/7933/79336d63c90919877b37fbeb2fdcc05f/font.ttf"""
Dark Crystal Script,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/40/40d0/40d06a87ca48fcfd742ab45255faa8fe/font.ttf"""
Dark Horse Condensed,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/25/25b2/25b29b4c7914a5bcc7b1c49708d9c6bb/font.ttf"""
Dark Horse Expanded,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a3/a373/a373d13fe14f51ad0ef397d6030cf9af/font.ttf"""
Dark Horse Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ae/aea3/aea3afed266973cd9eaaa81ea6f4d3ef/font.ttf"""
Dark Horse Shadow,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/32/3258/325844354f17746a356c9672323163d1/font.ttf"""
Dark Horse,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d4/d4a4/d4a4cbebdab774112e787aa91800da65/font.ttf"""
Dark Theater,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/0f/0f4b/0f4bb6bc77c9e59271719fc88bb5cefd/font.ttf"""
Dastardly BRK,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/db/db22/db225fe712797355d8658acb7c7b2ec1/font.ttf"""
Deadly Breakfast,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ca/ca22/ca225cfcea17c5636044494572e362a2/font.ttf"""
Dearest,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/16/1669/16695e1fc4df535e90edf5578b72f308/font.ttf"""
Degrassi,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/1a/1a71/1a71a03fcda83779cc5698bbd0c7abce/font.ttf"""
Degrassi-Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/24/24c1/24c19e237b12ed13854e782d94819ba8/font.ttf"""
DelaGarza,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/30/305a/305a80fdc522e1f79f69fa22345e0294/font.ttf"""
Delta Hey Max Nine,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/c5/c5e5/c5e5fa0b2dae924dfaed7569e106282a/font.ttf"""
DeltaHeyMaxNine-Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f0/f0e1/f0e1d91ebc4302cf4f2a9df21a0bb752/font.ttf"""
Demon Night,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/81/8157/8157b6a265c7fa63a4d2623d78ffb878/font.ttf"""
Deutsch Gothic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ba/baa2/baa262cc8769a7cfde01ce5671118c84/font.ttf"""
Deutsche Zierschrift,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/63/63cf/63cf12836ec908eaeb1737fbd08b76a4/font.ttf"""
Diamond Dreams,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f5/f5da/f5dab6c9f91573a8361d965cd9cd97b6/font.ttf"""
DickChamberlainsDeathF,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/72/727f/727f71954839358e620d0a1c7213ddbc/font.ttf"""
Dioszeghiensis Rg,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d9/d989/d989205a5d34c6f3a69d26b9aea21865/font.ttf"""
DisorderedBold,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/6b/6b82/6b82cb4c6410e39b30be2b0d04139b5c/font.ttf"""
Dobkin Plain,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/24/2485/2485d06e76661116ad1840ef5ca33357/font.ttf"""
Domestic Manners,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/28/2867/28678218d34d5e5a4e9ff12585c7c789/font.ttf"""
DomoAregato Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/07/07b2/07b2be86d0fcc226dade66580abe144b/font.ttf"""
DomoAregato Normal,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/dd/dd76/dd76135fa5019ae9b05e05a2c68b3978/font.ttf"""
Dope Jam,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/57/5721/5721ba9f0e5f00b94cf4e9c11bbe1cd6/font.ttf"""
DornspitzGrotesk,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/b6/b6f9/b6f9d7b141d1b57d58f3864587af3eb8/font.ttf"""
DornspitzGrotesk,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/fe/fe22/fe227e414766333b42fe743590da94be/font.ttf"""
DorovarFLF-Carolus,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ce/cebc/cebc9f3d914a11ebad7d535057af47d1/font.ttf"""
Doux Papàya,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/15/155e/155e803d1ceab6d81e07142a979a3b58/font.ttf"""
Dr.Po GothicRu,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/60/6034/603474335f5f493c5f58f8227521986c/font.ttf"""
DrPoDecorRu,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/4a/4a22/4a221ce314014735cd2413d3ee9d6323/font.ttf"""
Dracula,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/70/70ec/70ec20e625ac9b741f2e9458f769d625/font.ttf"""
Draggle [over kerned] (BRK),"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/b7/b7e3/b7e36c3a7122b5c69639b7fac0114639/font.ttf"""
Draggletail,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/6c/6c7c/6c7cfe65b81c5212fe700f6bcc9e9ab4/font.ttf"""
Dragonfly,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/3c/3cbd/3cbdf00b0e621e80748c880b2e4a16b0/font.ttf"""
Dragonwyck Normal,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/e5/e55b/e55ba8dfb1fa99ba1d7408f4d1cfbaee/font.ttf"""
Drawing Blood,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/19/19d8/19d8a66f6fa78a0dbdcd9f29e1ad493b/font.ttf"""
Duality-Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/9c/9c3c/9c3c7951eaf39c10b2ab709d75d737dc/font.ttf"""
DuerersMinuskeln,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/30/3095/3095e61436cc5613a092f42a52410ef8/font.ttf"""
DuerersMinuskeln,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/a7/a7da/a7da432e3a7c409d0087071c1ce9ecc7/font.ttf"""
Dufay,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/7c/7c23/7c23b92de702370636f2c40c3c91ad54/font.ttf"""
Dumbledor 1 3D,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/cb/cb99/cb998e857e60a1969e055d42b9b872db/font.ttf"""
Dumbledor 1 Cut Down,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/e8/e844/e844d363732d472c5345be4bdc65def9/font.ttf"""
Dumbledor 1 Cut Up,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/5e/5e6e/5e6e159da4d42b58558dc06d8aea0667/font.ttf"""
Dumbledor 1 Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/bf/bf61/bf6165128a106a78914d99a1af5a7930/font.ttf"""
Dumbledor 1 Outline,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/55/55df/55df810b6feef33bd69e1f8f68fc72d5/font.ttf"""
Dumbledor 1 Rev Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/45/45fe/45fe711a79b50f3bc2c61c16d063a480/font.ttf"""
Dumbledor 1 Shadow,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/98/9826/9826d8642736ad12ef23ad14fe492e69/font.ttf"""
Dumbledor 1 Thin,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/18/18b8/18b81495514b67b0408141f303fb6697/font.ttf"""
Dumbledor 1 Wide,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/40/40f2/40f238e4a67d39d490343dc3634ae288/font.ttf"""
Dumbledor 1,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/af/afdf/afdf7ffdfbeb3f572f8ad9ebd0e49e93/font.ttf"""
Dumbledor 2 3D,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/36/3655/3655d650b3cae008f183a6de9b67e5d0/font.ttf"""
Dumbledor 2 Cut Down,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/81/81fc/81fce72ae50323f3a7b8ca16b555c520/font.ttf"""
Dumbledor 2 Cut Up,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/0b/0bbb/0bbbcf7a9a30caca20b3d6dbdb04349c/font.ttf"""
Dumbledor 2 Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/5c/5c08/5c087ab5331505863b54636c2e6cea58/font.ttf"""
Dumbledor 2 Outline,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/dd/dd97/dd97db17d8880996fcde9ccb96d69748/font.ttf"""
Dumbledor 2 Rev Italic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/4b/4b92/4b92047732214efde12b7d15b1e47c08/font.ttf"""
Dumbledor 2 Shadow,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/23/2376/237682271a946dcfe1ec8f0674778f42/font.ttf"""
Dumbledor 2 Thin,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/07/07f0/07f0cceca97f8992aaa90c7da3308aaa/font.ttf"""
Dumbledor 2 Wide,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/51/5161/51611fde7e36a223f408abbc739b4d40/font.ttf"""
Dumbledor 2,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/3f/3f63/3f63d5749a7fee39df095c12e257fbd2/font.ttf"""
Dumbnerd,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/40/402a/402a6ee50d28e7cea0f74f93601c4802/font.ttf"""
Dutch & Harley,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/e4/e433/e433f39a14fc8b814297e16340b363e3/font.ttf"""
Dutch & Harley,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f7/f7ea/f7eaf766f188c5738a4cd4b53d3212c8/font.ttf"""
Dutch Initials Normal,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/5c/5c23/5c2379eaf4a9bfb21b78970e4f01de09/font.ttf"""
Dyspepsia-Regular,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d2/d2c8/d2c8ec3495cda4784f9bdb85b26a1702/font.ttf"""
EVOL,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/3f/3f2c/3f2cfd0dd6e84e8d22f1ceaa073c9fea/font.ttf"""
Eastside Motel,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/81/81b0/81b03a99bc299f81530d8a82904ccf72/font.ttf"""
EasyLombardic Two,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/9d/9d5b/9d5b87a9d1deab25558195028c350b0f/font.ttf"""
Edmunds Distressed,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/cf/cf5c/cf5cf93c55e27b1d64e76c3957372168/font.ttf"""
Edmunds,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/dd/dd47/dd47fb18d5918d9ca058619514106222/font.ttf"""
Egidia,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d5/d53e/d53e088a40955a6b4f00495f0e7fc528/font.ttf"""
Eileen Caps Black,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/e4/e4ce/e4ce7935313030057eeec850d4e50a92/font.ttf"""
Electroharmonix,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/12/12ba/12babf8fe17243a818210e90370ceb5f/font.ttf"""
Eltic,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/90/90f3/90f3c0f9f8069306add4192afbd8bced/font.ttf"""
EmbossedBlack Normal,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ab/ab02/ab02b35bdd7c21ae94bbf246b07f3455/font.ttf"""
EmbossedBlackWide Normal,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/40/4085/408553a91f8829f18c729877fc5ef046/font.ttf"""
Eminent,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/f6/f65e/f65ec5ced315bbffcd30810de514f5f1/font.ttf"""
Endor Alt,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/b6/b666/b66674aeda04cfbb515340cc31deef31/font.ttf"""
Endor,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/6c/6c1b/6c1b2b10ce39fda64a2a381da15f89a8/font.ttf"""
Engrossing™,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/38/387a/387a5c74a35c89f66a3de793b9d90c96/font.ttf"""
Ennobled Pet,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/05/05ce/05cefa19505d03d00785e8fe469d99a1/font.ttf"""
Erasmus Bold,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/55/5558/555854cfcc91af204b13bbbcf8d416ad/font.ttf"""
Erasmus,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/c6/c69f/c69f2243fea87472030f808ab276a2eb/font.ttf"""
ErasmusInline Bold,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/8b/8b8d/8b8dab22f459d64d6d0172f3c856803b/font.ttf"""
ErasmusInline,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/02/020e/020e80080f81aed29119957c45e65da4/font.ttf"""
Eureka,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d3/d351/d35113f7f921df5d8b68350223e07d79/font.ttf"""
Evernight,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/3e/3e81/3e8167877ddfd17061c43746db21f8ed/font.ttf"""
Evernight,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/d5/d59b/d59b629fe34b028d6d25270ab58913de/font.ttf"""
Evernight-Stargazer,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ea/eac9/eac934917bafae9b23cbd94555927d49/font.ttf"""
Evernight-Stargazer,"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/ee/eec5/eec5d5810c510905da35dfc53bdb0a5b/font.ttf"""
Exaggerate (BRK),"""https://s3.amazonaws.com/ctd.scriptbuilder.fonts/bb/bb7f/bb7f25f6befd4eaf3b23f6df559c2059/font.ttf"""
